id_registro,fecha,finca,zona,producto,cantidad,unidad,precio_unitario,turno,observacion
6828,2026-01-04,El Porvenir,norte,huevo,141,unidades,675,manana,lluvia
6829,2026-05-19,El Porvenir,sur,huevo,109,unidades,485,noche,revisar registro
6830,2026-05-18,San Miguel,oriente,huevo,36,unidades,696,noche,normal
6831,2026-02-23,El Porvenir,centro,queso,14.19,kilos,8203,noche,normal
6832,2026-05-09,El Porvenir,sur,yuca,246.21,kilos,1105,manana,baja produccion
6833,2026-03-27,La Esperanza,centro,maiz,225.77,kilos,1202,noche,lluvia
6834,2026-05-27,La Esperanza,centro,queso,6.72,kilos,7726,tarde,lluvia
6835,2026-03-09,La Esperanza,occidente,queso,4.75,kilos,9223,noche,lluvia
6836,2026-01-23,El Porvenir,oriente,queso,20.89,kilos,9759,tarde,normal
6837,2026-04-16,La Esperanza,oriente,yuca,64.93,kilos,1085,noche,baja produccion
6838,2026-04-13,El Porvenir,occidente,queso,9.58,kilos,8561,tarde,baja produccion
6839,2026-03-18,La Esperanza,sur,queso,17.68,kilos,7168,manana,baja produccion
6840,2026-05-30,Buenos Aires,oriente,maiz,316.13,kilos,1861,manana,normal
6841,2026-03-19,San Miguel,occidente,huevo,153,unidades,645,manana,normal
6842,2026-02-01,San Miguel,centro,leche,24.19,litros,2585,noche,normal
6843,2026-04-10,El Progreso,sur,maiz,270.46,kilos,1728,tarde,revisar registro
6844,2026-05-27,San Miguel,centro,maiz,118.42,kilos,1644,tarde,normal
6845,2026-02-24,San Miguel,oriente,leche,42.98,litros,1858,tarde,normal
6846,2026-02-14,Buenos Aires,sur,queso,16.59,kilos,7416,tarde,lluvia
6847,2026-02-23,Buenos Aires,norte,huevo,61,unidades,423,tarde,revisar registro
6848,2026-03-29,El Porvenir,occidente,yuca,94.76,kilos,1511,noche,revisar registro
6849,2026-02-22,El Porvenir,oriente,maiz,246.61,kilos,1368,noche,normal
6850,2026-04-19,La Pradera,sur,yuca,170.8,kilos,1597,tarde,normal
6851,2026-02-19,La Pradera,occidente,maiz,318.31,kilos,1742,tarde,normal
6852,2026-03-18,Buenos Aires,centro,huevo,79,unidades,557,manana,normal
6853,2026-04-13,El Progreso,oriente,queso,22.85,kilos,8939,tarde,normal
6854,2026-05-28,La Pradera,norte,maiz,273.48,kilos,1806,tarde,normal
6855,2026-05-19,El Progreso,oriente,queso,4.34,kilos,8575,noche,normal
6856,2026-02-13,El Porvenir,sur,maiz,130.97,kilos,1434,noche,normal
6857,2026-04-21,El Porvenir,occidente,huevo,174,unidades,582,tarde,baja produccion
6858,2026-03-03,Buenos Aires,sur,leche,31.93,litros,1950,tarde,baja produccion
6859,2026-04-19,San Miguel,norte,yuca,77.07,kilos,1457,noche,revisar registro
6860,2026-04-05,La Pradera,occidente,maiz,215.92,kilos,1315,manana,normal
6861,2026-03-20,San Miguel,norte,leche,43.03,litros,1982,tarde,baja produccion
6862,2026-01-24,La Pradera,occidente,leche,43.03,litros,1937,noche,lluvia
6863,2026-04-04,La Pradera,norte,leche,39.6,litros,1889,manana,baja produccion
6864,2026-04-17,El Porvenir,norte,huevo,64,unidades,581,tarde,normal
6865,2026-05-11,El Porvenir,sur,leche,36.57,litros,2412,tarde,baja produccion
6866,2026-03-02,El Porvenir,norte,queso,37.95,kilos,7780,noche,normal
6867,2026-03-08,El Progreso,norte,queso,4.47,kilos,7894,noche,normal
6868,2026-04-01,La Pradera,occidente,yuca,136.37,kilos,1095,tarde,revisar registro
6869,2026-01-29,La Pradera,centro,yuca,124.26,kilos,1205,manana,lluvia
6870,2026-01-27,La Esperanza,sur,yuca,197.24,kilos,1227,manana,baja produccion
6871,2026-03-11,El Progreso,oriente,queso,38.12,kilos,9384,manana,normal
6872,2026-05-05,El Porvenir,oriente,yuca,54.25,kilos,1227,noche,normal
6873,2026-04-21,Buenos Aires,occidente,queso,37.68,kilos,7741,noche,normal
6874,2026-04-05,La Esperanza,centro,queso,26.87,kilos,8737,noche,normal
6875,2026-03-29,Buenos Aires,occidente,huevo,159,unidades,391,noche,baja produccion
6876,2026-02-27,Buenos Aires,oriente,leche,14.35,litros,2483,tarde,normal
6877,2026-03-06,San Miguel,norte,queso,39.55,kilos,8379,manana,baja produccion
6878,2026-05-26,La Esperanza,oriente,yuca,230.7,kilos,1324,manana,baja produccion
6879,2026-03-23,Buenos Aires,sur,maiz,249.16,kilos,1711,tarde,normal
6880,2026-05-26,San Miguel,occidente,maiz,153.94,kilos,1716,noche,lluvia
6881,2026-05-11,El Porvenir,occidente,huevo,51,unidades,599,tarde,baja produccion
6882,2026-01-01,San Miguel,sur,yuca,88.79,kilos,1487,noche,revisar registro
6883,2026-05-28,El Progreso,centro,maiz,213.37,kilos,1274,tarde,baja produccion
6884,2026-05-02,San Miguel,centro,huevo,112,unidades,664,tarde,revisar registro
6885,2026-01-30,El Progreso,sur,yuca,218.74,kilos,989,noche,normal
6886,2026-05-06,La Pradera,oriente,huevo,65,unidades,413,tarde,normal
6887,2026-03-08,San Miguel,centro,huevo,98,unidades,508,noche,normal
6888,2026-02-13,El Porvenir,oriente,queso,4.11,kilos,9696,noche,lluvia
6889,2026-04-23,El Porvenir,occidente,yuca,205.83,kilos,1059,noche,lluvia
6890,2026-03-11,El Porvenir,sur,maiz,314.85,kilos,1365,noche,normal
6891,2026-03-01,El Porvenir,centro,queso,19.91,kilos,7844,noche,revisar registro
6892,2026-03-10,Buenos Aires,sur,maiz,107.2,kilos,1710,tarde,normal
6893,2026-05-06,La Esperanza,occidente,queso,30.45,kilos,7257,noche,lluvia
6894,2026-01-10,Buenos Aires,sur,queso,15.08,kilos,8853,noche,revisar registro
6895,2026-01-31,La Pradera,occidente,queso,20.14,kilos,9111,noche,normal
6896,2026-04-29,La Pradera,occidente,queso,12.67,kilos,7658,manana,lluvia
6897,2026-01-09,San Miguel,norte,leche,13.18,litros,2073,noche,normal
6898,2026-04-10,El Porvenir,sur,queso,15.32,kilos,9295,tarde,normal
6899,2026-03-24,San Miguel,oriente,leche,37.75,litros,2520,manana,normal
6900,2026-03-12,La Esperanza,centro,queso,15.65,kilos,7460,noche,normal
6901,2026-01-09,San Miguel,centro,maiz,219.22,kilos,1339,noche,normal
6902,2026-03-11,El Porvenir,centro,queso,12.67,kilos,7830,manana,normal
6903,2026-03-25,La Esperanza,sur,queso,20.53,kilos,9641,manana,lluvia
6904,2026-02-01,El Progreso,sur,queso,27.98,kilos,7357,tarde,lluvia
6905,2026-03-20,La Esperanza,centro,yuca,189.2,kilos,1260,noche,normal
6906,2026-01-05,San Miguel,centro,yuca,137.03,kilos,1476,noche,normal
6907,2026-02-10,Buenos Aires,centro,leche,31.14,litros,2770,manana,normal
6908,2026-04-21,La Pradera,oriente,maiz,68.38,kilos,1861,noche,normal
6909,2026-04-21,La Esperanza,sur,huevo,31,unidades,484,tarde,normal
6910,2026-04-03,El Porvenir,centro,huevo,25,unidades,473,noche,normal
6911,2026-03-10,La Esperanza,oriente,maiz,325.79,kilos,1241,manana,normal
6912,2026-02-24,El Porvenir,occidente,yuca,155.84,kilos,1034,noche,lluvia
6913,2026-05-19,La Esperanza,occidente,leche,23.7,litros,1963,manana,normal
6914,2026-03-16,Buenos Aires,sur,huevo,180,unidades,674,manana,normal
6915,2026-04-05,La Esperanza,sur,huevo,99,unidades,652,noche,normal
6916,2026-01-17,Buenos Aires,oriente,queso,38.63,kilos,8356,manana,lluvia
6917,2026-01-26,La Esperanza,sur,maiz,289.55,kilos,1373,noche,revisar registro
6918,2026-04-25,La Esperanza,sur,yuca,201.55,kilos,1411,tarde,revisar registro
6919,2026-05-14,La Esperanza,centro,queso,29.24,kilos,7061,manana,lluvia
6920,2026-05-07,La Esperanza,centro,leche,44.59,litros,2627,noche,baja produccion
6921,2026-02-08,La Esperanza,oriente,yuca,141.75,kilos,1248,tarde,normal
6922,2026-01-09,La Pradera,occidente,maiz,235.45,kilos,1365,tarde,normal
6923,2026-04-09,La Pradera,norte,queso,37.39,kilos,8663,tarde,lluvia
6924,2026-02-18,El Porvenir,oriente,leche,44.36,litros,1991,manana,normal
6925,2026-02-14,La Pradera,centro,yuca,140.8,kilos,1517,noche,normal
6926,2026-02-23,El Progreso,occidente,huevo,57,unidades,526,noche,normal
6927,2026-05-01,Buenos Aires,oriente,queso,7.99,kilos,7729,manana,lluvia
6928,2026-01-03,Buenos Aires,centro,queso,6.97,kilos,7972,tarde,revisar registro
6929,2026-04-05,La Esperanza,centro,queso,6.37,kilos,7125,tarde,lluvia
6930,2026-04-19,La Esperanza,sur,huevo,94,unidades,469,noche,normal
6931,2026-01-25,El Porvenir,sur,yuca,61.55,kilos,1402,noche,revisar registro
6932,2026-04-02,El Porvenir,oriente,queso,12.33,kilos,9027,tarde,lluvia
6933,2026-03-25,El Progreso,occidente,maiz,127.81,kilos,1265,noche,normal
6934,2026-01-14,La Esperanza,oriente,huevo,154,unidades,393,tarde,normal
6935,2026-05-07,La Pradera,occidente,huevo,141,unidades,688,noche,normal
6936,2026-04-05,El Porvenir,sur,huevo,169,unidades,377,tarde,revisar registro
6937,2026-04-14,San Miguel,centro,maiz,225.37,kilos,1817,manana,baja produccion
6938,2026-05-28,La Esperanza,occidente,yuca,91.76,kilos,1383,tarde,lluvia
6939,2026-01-18,La Esperanza,norte,yuca,145.67,kilos,1446,tarde,normal
6940,2026-05-12,Buenos Aires,centro,huevo,102,unidades,389,tarde,lluvia
6941,2026-03-24,El Porvenir,centro,leche,29.1,litros,2249,tarde,revisar registro
6942,2026-02-22,La Pradera,centro,maiz,249.34,kilos,1602,tarde,lluvia
6943,2026-04-18,El Progreso,norte,huevo,39,unidades,575,noche,normal
6944,2026-04-02,El Porvenir,oriente,queso,13.21,kilos,7446,noche,normal
6945,2026-03-09,El Porvenir,occidente,maiz,85.8,kilos,1224,tarde,normal
6946,2026-03-22,La Esperanza,oriente,huevo,90,unidades,680,noche,normal
6947,2026-03-22,La Esperanza,occidente,leche,26.96,litros,1901,noche,revisar registro
6948,2026-05-22,La Pradera,oriente,queso,34.39,kilos,7424,noche,normal
6949,2026-03-09,La Esperanza,centro,maiz,121.36,kilos,1814,tarde,normal
6950,2026-03-18,La Esperanza,norte,queso,14.76,kilos,7294,noche,normal
6951,2026-01-09,El Progreso,occidente,yuca,62.68,kilos,1117,manana,normal
6952,2026-02-09,La Pradera,sur,yuca,150.3,kilos,989,noche,normal
6953,2026-05-21,La Esperanza,occidente,huevo,45,unidades,464,tarde,baja produccion
6954,2026-03-22,La Pradera,occidente,yuca,108.92,kilos,1040,manana,normal
6955,2026-02-22,La Pradera,centro,huevo,105,unidades,562,tarde,normal
6956,2026-05-31,El Porvenir,occidente,huevo,134,unidades,437,tarde,normal
6957,2026-03-30,La Esperanza,norte,maiz,279.72,kilos,1607,noche,normal
6958,2026-04-05,San Miguel,centro,queso,39.86,kilos,7308,manana,baja produccion
6959,2026-03-18,San Miguel,centro,maiz,201.79,kilos,1666,tarde,baja produccion
6960,2026-02-24,La Pradera,occidente,maiz,166.47,kilos,1707,manana,revisar registro
6961,2026-01-11,El Porvenir,oriente,maiz,214.02,kilos,1474,tarde,lluvia
6962,2026-04-02,La Esperanza,sur,leche,36.17,litros,2447,tarde,normal
6963,2026-02-08,El Porvenir,norte,maiz,131.57,kilos,1803,noche,normal
6964,2026-05-09,Buenos Aires,norte,maiz,168.49,kilos,1250,tarde,lluvia
6965,2026-04-27,San Miguel,occidente,huevo,179,unidades,605,manana,revisar registro
6966,2026-01-04,El Progreso,norte,yuca,173.75,kilos,1228,tarde,baja produccion
6967,2026-03-20,Buenos Aires,occidente,maiz,152.17,kilos,1628,tarde,lluvia
6968,2026-02-04,La Esperanza,oriente,leche,42.76,litros,1938,manana,normal
6969,2026-03-29,La Esperanza,oriente,yuca,94.12,kilos,1101,manana,normal
6970,2026-02-04,El Progreso,oriente,leche,11.6,litros,2557,noche,normal
6971,2026-04-05,Buenos Aires,centro,queso,35.51,kilos,8443,noche,normal
6972,2026-05-02,La Esperanza,norte,huevo,67,unidades,662,tarde,normal
6973,2026-03-15,La Esperanza,occidente,maiz,213.77,kilos,1471,manana,normal
6974,2026-03-21,Buenos Aires,occidente,leche,29.66,litros,1937,tarde,baja produccion
6975,2026-01-29,El Porvenir,norte,queso,16.98,kilos,9776,tarde,lluvia
6976,2026-04-18,La Pradera,occidente,maiz,162.72,kilos,1404,tarde,normal
6977,2026-05-10,La Esperanza,centro,queso,8.56,kilos,6734,tarde,normal
6978,2026-04-09,La Esperanza,occidente,queso,17.19,kilos,8742,manana,normal
6979,2026-03-23,El Progreso,oriente,maiz,73.96,kilos,1333,manana,baja produccion
6980,2026-01-03,La Esperanza,oriente,yuca,218.69,kilos,1290,noche,lluvia
6981,2026-03-11,Buenos Aires,occidente,yuca,135.37,kilos,1415,tarde,revisar registro
6982,2026-01-08,Buenos Aires,occidente,maiz,270.92,kilos,1469,manana,baja produccion
6983,2026-02-05,Buenos Aires,centro,yuca,226.33,kilos,946,tarde,normal
6984,2026-05-05,La Pradera,norte,leche,28.2,litros,2095,noche,normal
6985,2026-02-08,El Porvenir,occidente,queso,5.51,kilos,8245,manana,normal
6986,2026-01-12,La Esperanza,occidente,maiz,199.85,kilos,1669,manana,revisar registro
6987,2026-03-31,La Esperanza,centro,yuca,214.59,kilos,907,tarde,normal
6988,2026-03-25,La Pradera,norte,leche,19.21,litros,2006,noche,normal
6989,2026-01-29,El Progreso,centro,huevo,96,unidades,357,noche,normal
6990,2026-02-11,San Miguel,norte,yuca,40.28,kilos,992,manana,normal
6991,2026-04-22,La Pradera,occidente,queso,9.86,kilos,9428,manana,normal
6992,2026-02-07,La Pradera,occidente,yuca,215.54,kilos,1559,noche,baja produccion
6993,2026-05-17,San Miguel,centro,maiz,316.33,kilos,1517,noche,normal
6994,2026-02-24,La Pradera,sur,yuca,101.15,kilos,956,tarde,revisar registro
6995,2026-03-06,El Porvenir,occidente,queso,32.77,kilos,7837,manana,normal
6996,2026-03-14,La Esperanza,norte,huevo,135,unidades,351,noche,normal
6997,2026-01-11,El Progreso,centro,yuca,215.8,kilos,1567,tarde,normal
6998,2026-02-22,El Porvenir,occidente,yuca,201.26,kilos,1511,manana,baja produccion
6999,2026-03-15,La Esperanza,oriente,queso,38.79,kilos,8367,tarde,normal
7000,2026-02-06,El Progreso,oriente,leche,8.15,litros,2118,noche,baja produccion
7001,2026-05-03,La Esperanza,centro,leche,11.37,litros,1935,noche,revisar registro
7002,2026-03-19,El Porvenir,occidente,leche,31.54,litros,1984,noche,lluvia
7003,2026-05-31,La Esperanza,norte,maiz,220.23,kilos,1765,noche,lluvia
7004,2026-05-24,El Porvenir,centro,maiz,174.25,kilos,1495,manana,revisar registro
7005,2026-04-06,San Miguel,norte,queso,36.17,kilos,7214,tarde,normal
7006,2026-02-24,Buenos Aires,centro,yuca,205.69,kilos,1502,noche,revisar registro
7007,2026-05-08,San Miguel,centro,maiz,206.11,kilos,1498,tarde,normal
7008,2026-01-28,Buenos Aires,norte,queso,28.21,kilos,8951,noche,normal
7009,2026-04-05,Buenos Aires,occidente,huevo,120,unidades,422,manana,baja produccion
7010,2026-04-18,San Miguel,norte,huevo,113,unidades,621,tarde,baja produccion
7011,2026-02-20,La Esperanza,sur,maiz,291.14,kilos,1594,manana,normal
7012,2026-03-07,La Esperanza,centro,leche,21.23,litros,2784,tarde,normal
7013,2026-01-05,El Porvenir,oriente,huevo,69,unidades,516,tarde,normal
7014,2026-01-29,San Miguel,sur,maiz,267.41,kilos,1248,manana,normal
7015,2026-01-03,El Progreso,sur,yuca,66.12,kilos,1193,tarde,normal
7016,2026-05-31,El Porvenir,norte,maiz,78.24,kilos,1696,manana,revisar registro
7017,2026-04-05,Buenos Aires,oriente,leche,35.92,litros,2665,noche,lluvia
7018,2026-03-03,San Miguel,oriente,huevo,24,unidades,351,manana,baja produccion
7019,2026-02-21,El Porvenir,occidente,huevo,160,unidades,663,tarde,normal
7020,2026-01-19,El Progreso,oriente,huevo,20,unidades,520,manana,lluvia
7021,2026-02-06,La Esperanza,norte,yuca,163.84,kilos,1389,tarde,revisar registro
7022,2026-05-18,San Miguel,occidente,queso,18.06,kilos,8818,manana,normal
7023,2026-04-01,San Miguel,sur,leche,35.84,litros,2633,tarde,normal
7024,2026-02-12,Buenos Aires,occidente,maiz,274.6,kilos,1552,tarde,baja produccion
7025,2026-05-28,La Esperanza,occidente,huevo,82,unidades,454,manana,baja produccion
7026,2026-03-24,Buenos Aires,norte,leche,17.52,litros,1878,manana,revisar registro
7027,2026-02-18,El Porvenir,occidente,queso,31.8,kilos,8835,tarde,normal
7028,2026-03-31,La Pradera,occidente,maiz,106.79,kilos,1246,manana,normal
7029,2026-05-27,El Porvenir,sur,huevo,142,unidades,551,noche,normal
7030,2026-05-11,Buenos Aires,occidente,maiz,122.67,kilos,1302,noche,normal
7031,2026-03-10,El Porvenir,occidente,leche,15.64,litros,2304,noche,normal
7032,2026-03-24,La Esperanza,norte,queso,28.49,kilos,9052,noche,normal
7033,2026-01-05,El Progreso,sur,maiz,88.43,kilos,1426,manana,normal
7034,2026-03-26,La Esperanza,occidente,leche,19.7,litros,2609,tarde,normal
7035,2026-03-02,Buenos Aires,oriente,queso,12.26,kilos,6731,tarde,normal
7036,2026-04-28,La Pradera,centro,leche,40.5,litros,2778,tarde,normal
7037,2026-01-02,La Pradera,sur,yuca,94.83,kilos,1398,noche,baja produccion
7038,2026-01-28,Buenos Aires,sur,queso,35.67,kilos,8189,manana,baja produccion
7039,2026-02-26,La Pradera,oriente,huevo,60,unidades,356,tarde,lluvia
7040,2026-05-09,Buenos Aires,sur,queso,6.21,kilos,8700,noche,lluvia
7041,2026-01-06,La Pradera,sur,huevo,60,unidades,618,noche,normal
7042,2026-03-16,El Progreso,occidente,yuca,218.99,kilos,1125,noche,normal
7043,2026-04-24,El Porvenir,sur,huevo,122,unidades,625,tarde,revisar registro
7044,2026-01-24,San Miguel,occidente,yuca,102.13,kilos,1559,manana,revisar registro
7045,2026-05-16,La Pradera,norte,queso,36.27,kilos,6838,tarde,normal
7046,2026-04-17,San Miguel,occidente,huevo,64,unidades,629,manana,normal
7047,2026-01-04,La Esperanza,centro,queso,12.85,kilos,7604,noche,lluvia
7048,2026-01-02,La Esperanza,oriente,maiz,205.43,kilos,1369,noche,lluvia
7049,2026-02-28,El Progreso,occidente,leche,35.24,litros,2673,tarde,lluvia
7050,2026-05-11,Buenos Aires,oriente,huevo,29,unidades,522,manana,lluvia
7051,2026-03-15,Buenos Aires,occidente,yuca,221.3,kilos,1074,manana,normal
7052,2026-03-06,El Progreso,sur,maiz,248.8,kilos,1493,manana,revisar registro
7053,2026-03-10,San Miguel,norte,maiz,110.29,kilos,1476,noche,normal
7054,2026-02-12,San Miguel,centro,queso,9.99,kilos,8408,noche,normal
7055,2026-01-27,San Miguel,norte,leche,15.38,litros,2772,noche,normal
7056,2026-02-04,San Miguel,centro,maiz,276.08,kilos,1581,manana,normal
7057,2026-02-27,La Pradera,centro,yuca,237.92,kilos,989,manana,baja produccion
7058,2026-01-31,El Progreso,oriente,leche,43.41,litros,2471,noche,revisar registro
7059,2026-03-03,El Porvenir,centro,huevo,166,unidades,387,noche,normal
7060,2026-03-05,Buenos Aires,occidente,yuca,150.87,kilos,1016,tarde,lluvia
7061,2026-01-11,Buenos Aires,norte,yuca,216.41,kilos,971,manana,baja produccion
7062,2026-05-22,El Progreso,norte,maiz,176.06,kilos,1295,manana,normal
7063,2026-02-14,El Progreso,sur,yuca,214.92,kilos,1345,tarde,lluvia
7064,2026-02-09,Buenos Aires,centro,maiz,337.02,kilos,1281,noche,lluvia
7065,2026-05-30,El Progreso,occidente,queso,27.72,kilos,6536,manana,lluvia
7066,2026-04-02,El Porvenir,occidente,queso,8.38,kilos,7061,manana,normal
7067,2026-01-25,Buenos Aires,sur,queso,22.24,kilos,7909,manana,normal
7068,2026-05-27,El Porvenir,oriente,leche,22.86,litros,2709,tarde,lluvia
7069,2026-02-23,El Porvenir,oriente,queso,16.82,kilos,7179,manana,baja produccion
7070,2026-05-18,La Pradera,norte,maiz,162.36,kilos,1557,noche,normal
7071,2026-01-24,El Progreso,oriente,queso,30.41,kilos,8179,noche,revisar registro
7072,2026-01-03,Buenos Aires,centro,queso,4.55,kilos,7120,manana,normal
7073,2026-05-02,El Progreso,occidente,yuca,167.81,kilos,947,tarde,normal
7074,2026-02-14,El Progreso,occidente,leche,28.24,litros,2670,manana,baja produccion
7075,2026-04-08,La Pradera,sur,yuca,111.95,kilos,1233,noche,normal
7076,2026-01-29,El Progreso,centro,leche,27.55,litros,2574,noche,normal
7077,2026-03-20,La Esperanza,centro,queso,38.86,kilos,8603,manana,lluvia
7078,2026-05-27,La Pradera,centro,maiz,339.81,kilos,1608,tarde,baja produccion
7079,2026-03-29,La Pradera,centro,maiz,265.54,kilos,1321,noche,normal
7080,2026-03-19,La Esperanza,sur,yuca,216.36,kilos,1335,tarde,normal
7081,2026-04-13,La Pradera,occidente,yuca,158.6,kilos,920,manana,revisar registro
7082,2026-05-23,El Porvenir,occidente,maiz,119.49,kilos,1783,tarde,lluvia
7083,2026-05-30,El Progreso,norte,yuca,151.75,kilos,1562,tarde,normal
7084,2026-04-07,La Pradera,centro,yuca,191.05,kilos,1472,noche,normal
7085,2026-05-03,El Progreso,oriente,maiz,92.65,kilos,1689,noche,normal
7086,2026-01-27,Buenos Aires,norte,huevo,47,unidades,460,noche,normal
7087,2026-05-13,Buenos Aires,oriente,maiz,148.22,kilos,1536,tarde,normal
7088,2026-04-28,La Pradera,sur,maiz,146.37,kilos,1370,tarde,normal
7089,2026-01-30,Buenos Aires,occidente,leche,22.03,litros,2673,manana,baja produccion
7090,2026-03-30,Buenos Aires,centro,leche,29.98,litros,1935,tarde,normal
7091,2026-05-13,El Porvenir,centro,huevo,96,unidades,515,noche,normal
7092,2026-05-21,El Porvenir,norte,queso,34.92,kilos,6820,manana,revisar registro
7093,2026-01-19,La Esperanza,occidente,huevo,104,unidades,531,noche,normal
7094,2026-01-29,La Esperanza,occidente,maiz,289.37,kilos,1491,tarde,revisar registro
7095,2026-01-05,Buenos Aires,sur,queso,7.65,kilos,9338,tarde,normal
7096,2026-01-23,La Pradera,norte,leche,15.86,litros,2490,noche,revisar registro
7097,2026-03-04,La Pradera,occidente,queso,24.46,kilos,7218,tarde,baja produccion
7098,2026-01-13,Buenos Aires,oriente,queso,31.64,kilos,7524,manana,revisar registro
7099,2026-02-27,La Pradera,sur,maiz,139.2,kilos,1415,manana,lluvia
7100,2026-05-29,El Porvenir,sur,leche,26.91,litros,2484,noche,normal
7101,2026-02-03,El Progreso,norte,queso,11.24,kilos,8174,noche,normal
7102,2026-05-30,El Progreso,sur,yuca,54.78,kilos,1263,tarde,normal
7103,2026-02-04,El Porvenir,centro,yuca,57.48,kilos,1477,manana,normal
7104,2026-04-18,La Pradera,norte,leche,25.2,litros,1850,noche,normal
7105,2026-04-27,La Pradera,norte,huevo,98,unidades,648,manana,revisar registro
7106,2026-03-25,El Porvenir,centro,huevo,64,unidades,352,noche,lluvia
7107,2026-03-18,El Porvenir,centro,yuca,242.42,kilos,1505,tarde,normal
7108,2026-05-24,El Porvenir,norte,maiz,74.05,kilos,1352,noche,revisar registro
7109,2026-02-01,El Porvenir,sur,queso,14.72,kilos,7103,noche,normal
7110,2026-03-03,La Pradera,norte,maiz,335.7,kilos,1271,tarde,normal
7111,2026-05-22,El Progreso,occidente,maiz,164.05,kilos,1679,tarde,lluvia
7112,2026-04-28,El Porvenir,norte,leche,41.51,litros,2257,tarde,lluvia
7113,2026-05-30,San Miguel,centro,yuca,69.78,kilos,967,tarde,lluvia
7114,2026-04-25,La Esperanza,norte,queso,38.12,kilos,7418,tarde,normal
7115,2026-01-26,La Pradera,occidente,yuca,98.74,kilos,1131,tarde,normal
7116,2026-01-18,El Porvenir,occidente,queso,27.93,kilos,9031,manana,normal
7117,2026-03-18,El Progreso,occidente,queso,9.64,kilos,8940,noche,normal
7118,2026-01-26,La Pradera,oriente,yuca,227.44,kilos,921,noche,baja produccion
7119,2026-03-21,La Pradera,occidente,leche,33.35,litros,2545,tarde,normal
7120,2026-01-07,Buenos Aires,sur,huevo,30,unidades,355,noche,normal
7121,2026-02-06,El Porvenir,oriente,queso,16.51,kilos,6886,tarde,baja produccion
7122,2026-04-21,La Esperanza,occidente,queso,7.15,kilos,8176,manana,normal
7123,2026-04-30,La Pradera,centro,yuca,237.31,kilos,1372,manana,lluvia
7124,2026-04-03,El Porvenir,centro,yuca,154.58,kilos,1341,manana,lluvia
7125,2026-04-08,Buenos Aires,oriente,leche,31.39,litros,2046,tarde,normal
7126,2026-01-12,El Progreso,centro,leche,8.02,litros,2376,manana,baja produccion
7127,2026-04-09,La Esperanza,centro,huevo,81,unidades,673,tarde,normal
7128,2026-01-31,El Porvenir,sur,yuca,229.09,kilos,1130,manana,normal
7129,2026-01-26,Buenos Aires,oriente,maiz,174.83,kilos,1334,noche,revisar registro
7130,2026-01-28,El Porvenir,sur,leche,44.31,litros,2600,manana,baja produccion
7131,2026-02-28,Buenos Aires,centro,huevo,163,unidades,611,noche,normal
7132,2026-05-08,La Pradera,occidente,huevo,105,unidades,603,manana,lluvia
7133,2026-02-07,La Esperanza,centro,huevo,45,unidades,480,noche,revisar registro
7134,2026-02-20,La Pradera,oriente,maiz,251.86,kilos,1630,tarde,normal
7135,2026-01-21,El Progreso,centro,leche,41.24,litros,2800,tarde,lluvia
7136,2026-04-18,El Porvenir,centro,maiz,265.28,kilos,1621,noche,revisar registro
7137,2026-01-04,Buenos Aires,occidente,maiz,152.11,kilos,1745,noche,revisar registro
7138,2026-03-11,Buenos Aires,centro,yuca,90.3,kilos,1373,noche,baja produccion
7139,2026-05-26,La Pradera,norte,huevo,109,unidades,446,manana,normal
7140,2026-05-21,El Porvenir,occidente,yuca,105.09,kilos,1444,noche,revisar registro
7141,2026-02-25,El Porvenir,norte,yuca,56.94,kilos,1455,manana,revisar registro
7142,2026-01-13,El Porvenir,occidente,huevo,65,unidades,459,noche,revisar registro
7143,2026-01-18,Buenos Aires,norte,huevo,133,unidades,468,manana,normal
7144,2026-01-10,La Esperanza,occidente,queso,35.69,kilos,9488,manana,revisar registro
7145,2026-04-03,San Miguel,oriente,queso,38.9,kilos,7781,tarde,baja produccion
7146,2026-02-17,El Porvenir,norte,queso,26.77,kilos,8826,manana,normal
7147,2026-03-29,San Miguel,occidente,huevo,26,unidades,361,tarde,normal
7148,2026-05-30,San Miguel,centro,maiz,150.51,kilos,1631,noche,normal
7149,2026-02-22,La Pradera,centro,leche,14.16,litros,1901,manana,normal
7150,2026-01-29,El Porvenir,occidente,huevo,41,unidades,595,tarde,revisar registro
7151,2026-02-12,Buenos Aires,sur,huevo,146,unidades,677,noche,lluvia
7152,2026-05-17,El Progreso,sur,queso,12.76,kilos,8712,manana,normal
7153,2026-01-24,Buenos Aires,sur,leche,9.12,litros,2049,tarde,lluvia
7154,2026-04-07,San Miguel,oriente,queso,30.67,kilos,7992,manana,lluvia
7155,2026-04-11,La Pradera,norte,maiz,147.27,kilos,1819,manana,lluvia
7156,2026-04-12,La Pradera,sur,leche,43.84,litros,2692,noche,normal
7157,2026-05-27,Buenos Aires,centro,queso,38.17,kilos,7332,manana,lluvia
7158,2026-05-12,San Miguel,oriente,queso,34.61,kilos,9751,tarde,revisar registro
7159,2026-04-23,El Porvenir,norte,huevo,121,unidades,508,noche,normal
7160,2026-03-31,Buenos Aires,norte,huevo,126,unidades,691,tarde,lluvia
7161,2026-05-24,La Pradera,occidente,queso,20.31,kilos,8077,manana,baja produccion
7162,2026-03-06,La Esperanza,norte,queso,28.47,kilos,6695,manana,normal
